	Device	Year	Latitude	Longitude	Feature	Depth top	Sample material	Biome	Region	Province	Season	Season period	SSD	PAR	SST	Fe	NH4	NO2	NO3	SSChla	Chl	Ssphi	POC	PIC	Bathy depth	SST	SSM	u	v	OW	MLE	RT	Age	Lat_plastic	Lon_plastic	Plastic_count
ERR3586803	High Volume Peristaltic Pump	2011	35.3671	-127.7422	SRF	3.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	674.0	26.337482	19.11296125	0.000164224	0.019672674	0.010027013	0.004801808	0.24310364574194	27.0308	1.338285966	66.5130805969238	0.0003258643118897	-4747.0	0.87662	1.9883e-05	-7.46688	13.154693	-0.465615	0.043359	41.555556	120.0	35.4	-127.79999999999998	1062.978551602106
ERR3586804	High Volume Peristaltic Pump	2011	35.3671	-127.7422	SRF	3.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	674.0	26.337482	19.11296125	0.000164224	0.019672674	0.010027013	0.004801808	0.24310364574194	27.0308	1.338285966	66.5130805969238	0.0003258643118897	-4747.0	0.87662	1.9883e-05	-7.46688	13.154693	-0.465615	0.043359	41.555556	120.0	35.4	-127.79999999999998	1062.978551602106
ERR3586805	High Volume Peristaltic Pump	2011	32.7526	-122.0013	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	671.0	19.902708	13.7299045	3.0918e-05	0.023116545	0.018942721	0.563421163		30.4419	0.994663968			-4036.0	0.12666	4.89e-07	2.859968	-10.129315	-0.987565	0.03401	47.527778	120.0	32.8	-122.0	1657.2235645464123
ERR3586806	High Volume Peristaltic Pump	2011	32.7526	-122.0013	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	671.0	19.902708	13.7299045	3.0918e-05	0.023116545	0.018942721	0.563421163		30.4419	0.994663968			-4036.0	0.12666	4.89e-07	2.859968	-10.129315	-0.987565	0.03401	47.527778	120.0	32.8	-122.0	1657.2235645464123
ERR3586807	High Volume Peristaltic Pump	2011	32.7526	-122.0013	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	671.0	19.902708	13.7299045	3.0918e-05	0.023116545	0.018942721	0.563421163		30.4419	0.994663968			-4036.0	0.12666	4.89e-07	2.859968	-10.129315	-0.987565	0.03401	47.527778	120.0	32.8	-122.0	1657.2235645464123
ERR3586808	High Volume Peristaltic Pump	2011	32.7526	-122.0013	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	671.0	19.902708	13.7299045	3.0918e-05	0.023116545	0.018942721	0.563421163		30.4419	0.994663968			-4036.0	0.12666	4.89e-07	2.859968	-10.129315	-0.987565	0.03401	47.527778	120.0	32.8	-122.0	1657.2235645464123
ERR3586809	High Volume Peristaltic Pump	2011	32.9986	-121.7698	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	669.0	17.71939	13.01164975	3.3604e-05	0.022733899	0.020362165	0.539206756		20.9699	0.956731854			-4012.0	0.6662	2.3596e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586810	High Volume Peristaltic Pump	2011	32.9986	-121.7698	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	669.0	17.71939	13.01164975	3.3604e-05	0.022733899	0.020362165	0.539206756		20.9699	0.956731854			-4012.0	0.6662	2.3596e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586811	High Volume Peristaltic Pump	2011	32.9986	-121.7698	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	669.0	17.71939	13.01164975	3.3604e-05	0.022733899	0.020362165	0.539206756		20.9699	0.956731854			-4012.0	0.6662	2.3596e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586812	High Volume Peristaltic Pump	2011	32.9986	-121.7698	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	early	669.0	17.71939	13.01164975	3.3604e-05	0.022733899	0.020362165	0.539206756		20.9699	0.956731854			-4012.0	0.6662	2.3596e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586813	High Volume Peristaltic Pump	2011	32.931	-121.8645	DCM	28.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	middle	669.0	18.332176	12.98619625	3.3604e-05	0.022733899	0.020362165	0.539206756		24.0407	0.956731854			-4049.0	1.4971	9.6575e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586814	High Volume Peristaltic Pump	2011	32.931	-121.8645	DCM	28.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	middle	669.0	18.332176	12.98619625	3.3604e-05	0.022733899	0.020362165	0.539206756		24.0407	0.956731854			-4049.0	1.4971	9.6575e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586815	High Volume Peristaltic Pump	2011	32.931	-121.8645	DCM	28.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	middle	669.0	18.332176	12.98619625	3.3604e-05	0.022733899	0.020362165	0.539206756		24.0407	0.956731854			-4049.0	1.4971	9.6575e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586816	High Volume Peristaltic Pump	2011	32.931	-121.8645	DCM	28.0	0.22-3	Coastal Biome	North Pacific Ocean	Offshore California Current	autumn	middle	669.0	18.332176	12.98619625	3.3604e-05	0.022733899	0.020362165	0.539206756		24.0407	0.956731854			-4049.0	1.4971	9.6575e-05	-20.748995	1.721794	-1.155182	0.047316	41.666667	120.0	33.0	-121.79999999999998	1549.0070485832466
ERR3586817	High Volume Peristaltic Pump	2011	17.0854	-118.8913	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	late	671.0	34.939545	24.6376255	5.2759e-05	0.012660564	0.00799121	0.567577511	0.194247618317604	14.5951	2.171018597	58.9621429443359	0.0001430545817129	-3931.0	0.14708	2.892e-06	24.85426	10.712983	-0.588642	0.071185	44.027778	120.0	17.0	-118.79999999999998	690.2046641318057
ERR3586818	High Volume Peristaltic Pump	2011	17.0854	-118.8913	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	late	671.0	34.939545	24.6376255	5.2759e-05	0.012660564	0.00799121	0.567577511	0.194247618317604	14.5951	2.171018597	58.9621429443359	0.0001430545817129	-3931.0	0.14708	2.892e-06	24.85426	10.712983	-0.588642	0.071185	44.027778	120.0	17.0	-118.79999999999998	690.2046641318057
ERR3586819	High Volume Peristaltic Pump	2011	17.0854	-118.8913	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	late	671.0	34.939545	24.6376255	5.2759e-05	0.012660564	0.00799121	0.567577511	0.194247618317604	14.5951	2.171018597	58.9621429443359	0.0001430545817129	-3931.0	0.14708	2.892e-06	24.85426	10.712983	-0.588642	0.071185	44.027778	120.0	17.0	-118.79999999999998	690.2046641318057
ERR3586820	High Volume Peristaltic Pump	2011	17.0854	-118.8913	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	late	671.0	34.939545	24.6376255	5.2759e-05	0.012660564	0.00799121	0.567577511	0.194247618317604	14.5951	2.171018597	58.9621429443359	0.0001430545817129	-3931.0	0.14708	2.892e-06	24.85426	10.712983	-0.588642	0.071185	44.027778	120.0	17.0	-118.79999999999998	690.2046641318057
ERR3586821	High Volume Peristaltic Pump	2011	6.4998	-94.9527	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Equatorial Countercurrent Province	autumn	late	705.0	24.82828		4.504e-06	0.016344247	0.041543466	3.953974664		27.5278	2.811131856			-3629.0	0.12938	2.0145e-05	3.463076	-19.855631	-1.751306	0.029167	13.861111	120.0	6.3999999999999915	-95.0	944.8589263646774
ERR3586822	High Volume Peristaltic Pump	2011	6.4998	-94.9527	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Equatorial Countercurrent Province	autumn	late	705.0	24.82828		4.504e-06	0.016344247	0.041543466	3.953974664		27.5278	2.811131856			-3629.0	0.12938	2.0145e-05	3.463076	-19.855631	-1.751306	0.029167	13.861111	120.0	6.3999999999999915	-95.0	944.8589263646774
ERR3586823	High Volume Peristaltic Pump	2011	6.4998	-94.9527	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Equatorial Countercurrent Province	autumn	late	705.0	24.82828		4.504e-06	0.016344247	0.041543466	3.953974664		27.5278	2.811131856			-3629.0	0.12938	2.0145e-05	3.463076	-19.855631	-1.751306	0.029167	13.861111	120.0	6.3999999999999915	-95.0	944.8589263646774
ERR3586824	High Volume Peristaltic Pump	2011	6.4998	-94.9527	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Equatorial Countercurrent Province	autumn	late	705.0	24.82828		4.504e-06	0.016344247	0.041543466	3.953974664		27.5278	2.811131856			-3629.0	0.12938	2.0145e-05	3.463076	-19.855631	-1.751306	0.029167	13.861111	120.0	6.3999999999999915	-95.0	944.8589263646774
ERR3586825	High Volume Peristaltic Pump	2011	7.4122	-79.3017	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Central American Coastal Province	autumn	late	702.0	29.524897	26.6251495	3.4839e-05	0.017845567	0.015867431	1.657347609	0.243087105453014	28.5982	1.774039303	70.1935539245605	0.0003461211745161	-2982.0	0.52326	1.2229e-05	15.536569	4.477782	0.254223	0.0	2.0	9.0	7.3999999999999915	-79.39999999999998	2564.23846415344
ERR3586826	High Volume Peristaltic Pump	2011	7.4122	-79.3017	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Central American Coastal Province	autumn	late	702.0	29.524897	26.6251495	3.4839e-05	0.017845567	0.015867431	1.657347609	0.243087105453014	28.5982	1.774039303	70.1935539245605	0.0003461211745161	-2982.0	0.52326	1.2229e-05	15.536569	4.477782	0.254223	0.0	2.0	9.0	7.3999999999999915	-79.39999999999998	2564.23846415344
ERR3586827	High Volume Peristaltic Pump	2011	7.4122	-79.3017	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Central American Coastal Province	autumn	late	702.0	29.524897	26.6251495	3.4839e-05	0.017845567	0.015867431	1.657347609	0.243087105453014	28.5982	1.774039303	70.1935539245605	0.0003461211745161	-2982.0	0.52326	1.2229e-05	15.536569	4.477782	0.254223	0.0	2.0	9.0	7.3999999999999915	-79.39999999999998	2564.23846415344
ERR3586828	High Volume Peristaltic Pump	2011	7.4122	-79.3017	SRF	3.0	0.22-3	Coastal Biome	North Pacific Ocean	Central American Coastal Province	autumn	late	702.0	29.524897	26.6251495	3.4839e-05	0.017845567	0.015867431	1.657347609	0.243087105453014	28.5982	1.774039303	70.1935539245605	0.0003461211745161	-2982.0	0.52326	1.2229e-05	15.536569	4.477782	0.254223	0.0	2.0	9.0	7.3999999999999915	-79.39999999999998	2564.23846415344
ERR3586829	Rosette Vertical Sampling System	2012	43.7056	-16.8794	MIX	21.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	winter	late	730.0	29.742392	13.96759	0.000994762	0.022559946	0.052923159	0.32542221	0.307432681322098	39.0073		67.7718276977539	0.0001826853404054	-4039.0	0.50565	6.4278e-05	3.395938	-2.245168	-0.093316	0.033926	6.083333	120.0	43.8	-16.799999999999955	2349.334056097432
ERR3586830	Rosette Vertical Sampling System	2012	43.7056	-16.8794	MIX	21.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	winter	late	730.0	29.742392	13.96759	0.000994762	0.022559946	0.052923159	0.32542221	0.307432681322098	39.0073		67.7718276977539	0.0001826853404054	-4039.0	0.50565	6.4278e-05	3.395938	-2.245168	-0.093316	0.033926	6.083333	120.0	43.8	-16.799999999999955	2349.334056097432
ERR3586831	Rosette Vertical Sampling System	2012	43.7056	-16.8794	MIX	21.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	winter	late	730.0	29.742392	13.96759	0.000994762	0.022559946	0.052923159	0.32542221	0.307432681322098	39.0073		67.7718276977539	0.0001826853404054	-4039.0	0.50565	6.4278e-05	3.395938	-2.245168	-0.093316	0.033926	6.083333	120.0	43.8	-16.799999999999955	2349.334056097432
ERR3586832	Rosette Vertical Sampling System	2012	43.7056	-16.8794	MIX	21.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	winter	late	730.0	29.742392	13.96759	0.000994762	0.022559946	0.052923159	0.32542221	0.307432681322098	39.0073		67.7718276977539	0.0001826853404054	-4039.0	0.50565	6.4278e-05	3.395938	-2.245168	-0.093316	0.033926	6.083333	120.0	43.8	-16.799999999999955	2349.334056097432
ERR3586833	High Volume Peristaltic Pump	2012	43.7899	-16.9692	MIX	23.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	spring	early	730.0	28.031622	14.0310445	0.000994762	0.022559946	0.052923159	0.32542221	0.21732833981514	39.8749		64.8000030517578	0.0001900000061141	-3969.0	0.80286	6.024e-05	3.395938	-2.245168	-0.093316	0.033926	6.083333	120.0	43.8	-17.0	2284.217856569185
ERR3586834	High Volume Peristaltic Pump	2011	22.7598	-157.9568	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	summer	late	719.0	50.48255	26.0687575	0.000198943	0.015839912	0.005882713	0.002451085	0.0709517933428288	20.7816	1.510451822	33.7653369903564	0.0002133302914444	-4707.0	0.20392	1.0024e-05	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586835	High Volume Peristaltic Pump	2011	22.7598	-157.9568	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	summer	late	719.0	50.48255	26.0687575	0.000198943	0.015839912	0.005882713	0.002451085	0.0709517933428288	20.7816	1.510451822	33.7653369903564	0.0002133302914444	-4707.0	0.20392	1.0024e-05	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586836	High Volume Peristaltic Pump	2011	22.7598	-157.9568	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	summer	late	719.0	50.48255	26.0687575	0.000198943	0.015839912	0.005882713	0.002451085	0.0709517933428288	20.7816	1.510451822	33.7653369903564	0.0002133302914444	-4707.0	0.20392	1.0024e-05	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586837	High Volume Peristaltic Pump	2011	22.7598	-157.9568	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	summer	late	719.0	50.48255	26.0687575	0.000198943	0.015839912	0.005882713	0.002451085	0.0709517933428288	20.7816	1.510451822	33.7653369903564	0.0002133302914444	-4707.0	0.20392	1.0024e-05	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586838	High Volume Peristaltic Pump	2011	22.7598	-157.9568	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	summer	late	719.0	50.48255	26.0687575	0.000198943	0.015839912	0.005882713	0.002451085	0.0709517933428288	20.7816	1.510451822	33.7653369903564	0.0002133302914444	-4707.0	0.20392	1.0024e-05	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586839	High Volume Peristaltic Pump	2011	22.7598	-157.9568	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	summer	late	719.0	50.48255	26.0687575	0.000198943	0.015839912	0.005882713	0.002451085	0.0709517933428288	20.7816	1.510451822	33.7653369903564	0.0002133302914444	-4707.0	0.20392	1.0024e-05	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586840	Rosette Vertical Sampling System	2011	22.7901	-157.9439	DCM	106.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	718.0	42.678253	26.399653	0.000198943	0.015839912	0.005882713	0.002451085	0.0779755003750324	19.1657	1.510451822	34.3613986968994	0.0001951671220012	-4685.0	0.18662	5.876e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586841	Rosette Vertical Sampling System	2011	22.7901	-157.9439	DCM	106.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	718.0	42.678253	26.399653	0.000198943	0.015839912	0.005882713	0.002451085	0.0779755003750324	19.1657	1.510451822	34.3613986968994	0.0001951671220012	-4685.0	0.18662	5.876e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586842	Rosette Vertical Sampling System	2011	22.7901	-157.9439	DCM	106.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	718.0	42.678253	26.399653	0.000198943	0.015839912	0.005882713	0.002451085	0.0779755003750324	19.1657	1.510451822	34.3613986968994	0.0001951671220012	-4685.0	0.18662	5.876e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586843	Rosette Vertical Sampling System	2011	22.7901	-157.9439	DCM	106.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	718.0	42.678253	26.399653	0.000198943	0.015839912	0.005882713	0.002451085	0.0779755003750324	19.1657	1.510451822	34.3613986968994	0.0001951671220012	-4685.0	0.18662	5.876e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586844	Rosette Vertical Sampling System	2011	22.7901	-157.9439	DCM	106.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	718.0	42.678253	26.399653	0.000198943	0.015839912	0.005882713	0.002451085	0.0779755003750324	19.1657	1.510451822	34.3613986968994	0.0001951671220012	-4685.0	0.18662	5.876e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586845	Rosette Vertical Sampling System	2011	22.7901	-157.9439	DCM	106.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	718.0	42.678253	26.399653	0.000198943	0.015839912	0.005882713	0.002451085	0.0779755003750324	19.1657	1.510451822	34.3613986968994	0.0001951671220012	-4685.0	0.18662	5.876e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586846	Rosette Vertical Sampling System	2011	22.7546	-158.0067	MES	741.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	717.0	41.969112	26.362369	0.000198943	0.015839912	0.005882713	0.002451085	0.0715064816176891	11.9509	1.510451822	32.7407131195068	0.0001831100671552	-4711.0	0.28285	9.03e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586847	Rosette Vertical Sampling System	2011	22.7546	-158.0067	MES	741.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	717.0	41.969112	26.362369	0.000198943	0.015839912	0.005882713	0.002451085	0.0715064816176891	11.9509	1.510451822	32.7407131195068	0.0001831100671552	-4711.0	0.28285	9.03e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586848	Rosette Vertical Sampling System	2011	22.7546	-158.0067	MES	741.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	717.0	41.969112	26.362369	0.000198943	0.015839912	0.005882713	0.002451085	0.0715064816176891	11.9509	1.510451822	32.7407131195068	0.0001831100671552	-4711.0	0.28285	9.03e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586849	Rosette Vertical Sampling System	2011	22.7546	-158.0067	MES	741.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	717.0	41.969112	26.362369	0.000198943	0.015839912	0.005882713	0.002451085	0.0715064816176891	11.9509	1.510451822	32.7407131195068	0.0001831100671552	-4711.0	0.28285	9.03e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586850	Rosette Vertical Sampling System	2011	22.7546	-158.0067	MES	741.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	717.0	41.969112	26.362369	0.000198943	0.015839912	0.005882713	0.002451085	0.0715064816176891	11.9509	1.510451822	32.7407131195068	0.0001831100671552	-4711.0	0.28285	9.03e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586851	Rosette Vertical Sampling System	2011	22.7546	-158.0067	MES	741.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	early	717.0	41.969112	26.362369	0.000198943	0.015839912	0.005882713	0.002451085	0.0715064816176891	11.9509	1.510451822	32.7407131195068	0.0001831100671552	-4711.0	0.28285	9.03e-06	-9.643598	-14.755546	-0.047315	0.05711	0.0	120.0	22.799999999999997	-158.0	6752.617832247737
ERR3586852	Rosette Vertical Sampling System	2011	31.528	-159.0224	MES	546.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	705.0	41.85965	25.20710275	0.00081438	0.022323498	0.023501203	0.001618445	0.0527393501251936	20.1956	1.612368867	28.3133640289307	0.0001538141514174	-5529.0	0.83732	3.255e-06	1.775902	1.168618	0.134524	0.043804	0.0	120.0	31.599999999999994	-159.0	18362.56951912384
ERR3586853	Rosette Vertical Sampling System	2011	31.528	-159.0224	MES	546.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	705.0	41.85965	25.20710275	0.00081438	0.022323498	0.023501203	0.001618445	0.0527393501251936	20.1956	1.612368867	28.3133640289307	0.0001538141514174	-5529.0	0.83732	3.255e-06	1.775902	1.168618	0.134524	0.043804	0.0	120.0	31.599999999999994	-159.0	18362.56951912384
ERR3586854	Rosette Vertical Sampling System	2011	31.528	-159.0224	MES	546.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	705.0	41.85965	25.20710275	0.00081438	0.022323498	0.023501203	0.001618445	0.0527393501251936	20.1956	1.612368867	28.3133640289307	0.0001538141514174	-5529.0	0.83732	3.255e-06	1.775902	1.168618	0.134524	0.043804	0.0	120.0	31.599999999999994	-159.0	18362.56951912384
ERR3586855	Rosette Vertical Sampling System	2011	31.528	-159.0224	MES	546.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	705.0	41.85965	25.20710275	0.00081438	0.022323498	0.023501203	0.001618445	0.0527393501251936	20.1956	1.612368867	28.3133640289307	0.0001538141514174	-5529.0	0.83732	3.255e-06	1.775902	1.168618	0.134524	0.043804	0.0	120.0	31.599999999999994	-159.0	18362.56951912384
ERR3586856	Rosette Vertical Sampling System	2011	31.528	-159.0224	MES	546.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	705.0	41.85965	25.20710275	0.00081438	0.022323498	0.023501203	0.001618445	0.0527393501251936	20.1956	1.612368867	28.3133640289307	0.0001538141514174	-5529.0	0.83732	3.255e-06	1.775902	1.168618	0.134524	0.043804	0.0	120.0	31.599999999999994	-159.0	18362.56951912384
ERR3586857	Rosette Vertical Sampling System	2011	31.528	-159.0224	MES	546.0	0.22-3	Westerlies Biome	North Pacific Ocean	North Pacific Subtropical and Polar Front Provinces	autumn	early	705.0	41.85965	25.20710275	0.00081438	0.022323498	0.023501203	0.001618445	0.0527393501251936	20.1956	1.612368867	28.3133640289307	0.0001538141514174	-5529.0	0.83732	3.255e-06	1.775902	1.168618	0.134524	0.043804	0.0	120.0	31.599999999999994	-159.0	18362.56951912384
ERR3586858	High Volume Peristaltic Pump	2012	29.6394	-79.5395	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Cheasapeake Bay Province	winter	early	628.0	20.498034	25.144186	0.001241966	0.006383077	0.01878193	0.089009458	0.161017172038555	15.3074	0.963950429	66.445873260498	3.40000005962e-05	-801.0	0.67624	0.0009272	8.319742	91.787857	-4.707638	0.398799	1.083333	120.0	29.599999999999994	-79.59999999999997	19025.444579595754
ERR3586859	High Volume Peristaltic Pump	2012	29.6394	-79.5395	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Cheasapeake Bay Province	winter	early	628.0	20.498034	25.144186	0.001241966	0.006383077	0.01878193	0.089009458	0.161017172038555	15.3074	0.963950429	66.445873260498	3.40000005962e-05	-801.0	0.67624	0.0009272	8.319742	91.787857	-4.707638	0.398799	1.083333	120.0	29.599999999999994	-79.59999999999997	19025.444579595754
ERR3586860	High Volume Peristaltic Pump	2012	29.6394	-79.5395	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Cheasapeake Bay Province	winter	early	628.0	20.498034	25.144186	0.001241966	0.006383077	0.01878193	0.089009458	0.161017172038555	15.3074	0.963950429	66.445873260498	3.40000005962e-05	-801.0	0.67624	0.0009272	8.319742	91.787857	-4.707638	0.398799	1.083333	120.0	29.599999999999994	-79.59999999999997	19025.444579595754
ERR3586861	High Volume Peristaltic Pump	2012	29.6394	-79.5395	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Cheasapeake Bay Province	winter	early	628.0	20.498034	25.144186	0.001241966	0.006383077	0.01878193	0.089009458	0.161017172038555	15.3074	0.963950429	66.445873260498	3.40000005962e-05	-801.0	0.67624	0.0009272	8.319742	91.787857	-4.707638	0.398799	1.083333	120.0	29.599999999999994	-79.59999999999997	19025.444579595754
ERR3586862	High Volume Peristaltic Pump	2012	29.6394	-79.5395	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Cheasapeake Bay Province	winter	early	628.0	20.498034	25.144186	0.001241966	0.006383077	0.01878193	0.089009458	0.161017172038555	15.3074	0.963950429	66.445873260498	3.40000005962e-05	-801.0	0.67624	0.0009272	8.319742	91.787857	-4.707638	0.398799	1.083333	120.0	29.599999999999994	-79.59999999999997	19025.444579595754
ERR3586863	High Volume Peristaltic Pump	2012	29.6394	-79.5395	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Cheasapeake Bay Province	winter	early	628.0	20.498034	25.144186	0.001241966	0.006383077	0.01878193	0.089009458	0.161017172038555	15.3074	0.963950429	66.445873260498	3.40000005962e-05	-801.0	0.67624	0.0009272	8.319742	91.787857	-4.707638	0.398799	1.083333	120.0	29.599999999999994	-79.59999999999997	19025.444579595754
