	Device	Year	Latitude	Longitude	Feature	Depth top	Sample material	Biome	Region	Province	Season	Season period	SSD	PAR	SST	Fe	NH4	NO2	NO3	SSChla	Chl	Ssphi	POC	PIC	Bathy depth	SST	SSM	u	v	OW	MLE	RT	Age	Lat_plastic	Lon_plastic	Plastic_count
ERR3586926	High Volume Peristaltic Pump	2011	9.8481	-80.0454	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Guianas Coastal Province	winter	early	694.0	43.265343	27.078652	0.001378918	0.008022053	0.017903098	0.025214364		17.4988				-1491.0	0.2852	1.2547e-05	47.322283	41.545805		0.0	0.0	120.0	9.799999999999997	-80.0	5372.316884205861
ERR3586927	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586928	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586929	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586930	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586931	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586932	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586933	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586934	High Volume Peristaltic Pump	2012	25.5264	-88.394	SRF	3.0	0.22-3	Coastal Biome	North Atlantic Ocean	Caribbean Province	winter	early	639.0	30.520924	25.4284765	0.00116825	0.009340256	0.04348362	0.254889735	0.158340580761433	28.615	1.149007426	52.9699325561523	8.93727701622e-05	-3325.0	0.30297	0.0002499	28.262368	8.317923	-2.922481	0.044572	25.75	120.0	25.599999999999994	-88.39999999999998	7658.371562840757
ERR3586935	Rosette Vertical Sampling System	2010	17.4847	67.9997	ZZZ	73.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	728.0	55.157024	28.731068125	0.001387719	0.0214855	0.003789226	0.004908818	0.28796312212944	14.4054	0.245706915	99.2462730407715	0.0001069270401785	-3512.0	0.31867	4.913e-05	33.11166	-33.418508	0.043242	0.086921	0.0	120.0	17.39999999999999	68.0	8261.37767410117
ERR3586936	High Volume Peristaltic Pump	2010	-0.6625	73.161	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	autumn	early	726.0	49.67818	30.80992	0.001279924	0.016438504	0.009120126	0.00839148	0.260524585843086	12.9179	1.47058249	50.6479225158691	0.0002431893663015	-23.0	0.6748	5.903e-05	47.180842	9.45967	0.04222	0.059455	3.5	0.0	-0.6000000000000085	73.2	1520.9957600728226
ERR3586937	High Volume Peristaltic Pump	2010	-21.4966	56.9011	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian South Subtropical Gyre Province	autumn	middle	671.0	36.561363	27.16558825	0.00099548	0.011776057	0.00697108	0.003836557	0.0558331627398729	15.9464	1.473320717	33.5402336120605	0.0001782529288902	-4161.0	0.37852	4.0981e-05	10.985022	3.514094	-0.065955	0.075282	9.833333	120.0	-21.400000000000006	57.0	4094.303830520921
ERR3586938	High Volume Peristaltic Pump	2010	-13.0833	46.971	SRF	3.0	0.22-1.6	Coastal Biome	Indian Ocean	Eastern Africa Coastal Province	autumn	late	687.0	41.299805		0.001073861	0.012244971	0.002289169	0.014058097	0.1317123696208	16.8437	1.659314227	46.3367538452148	0.0001930360158439	-3361.0	0.2822	2.4793e-05	-2.028967	19.651737	0.54225	0.14768	0.0	120.0	-13.0	47.0	1609.464070551274
ERR3586939	High Volume Peristaltic Pump	2010	-12.807	45.2247	SRF	3.0	0.22-1.6	Coastal Biome	Indian Ocean	Eastern Africa Coastal Province	autumn	late	687.0	41.589607	29.43381775	0.001068275	0.011802378	0.003029095	0.016038789	8.324907600879671	3.5957		113.000007629395	0.0011480000102892	-51.0		4.4307e-05	-33.077895	2.678799	0.903902	0.080656	5.666667	0.0	-12.800000000000011	45.2	2399.0577832881377
ERR3586940	High Volume Peristaltic Pump	2010	-32.2401	17.7103	SRF	3.0	0.22-3	Coastal Biome	South Atlantic Ocean	Benguela Current Coastal Province	winter	late	697.0	40.225033	14.62884325	0.000415882	0.043375768	0.060270548	0.098994337	10.7691884040833	27.5271	0.907234399	673.503265380859		-160.0	2.6088		-2.381279	8.45221	0.04459	0.0	1.111111	0.0	-32.2	17.8	379.1388299595496
ERR3586941	High Volume Peristaltic Pump	2010	-20.4091	-3.1759	SRF	3.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	winter	late	725.0	41.66151	20.33831425	0.000787816	0.015283077	0.031308781	0.029039364	0.193749487400055	30.7687	1.440290962	59.2980251312256	0.000233391590882	-4912.0	0.33937	2.7584e-05	-4.071551	-2.452695	0.009208	0.047133	0.0	120.0	-20.400000000000006	-3.1999999999999886	1180.7309788143994
ERR3586942	Rosette Vertical Sampling System	2010	-20.4075	-3.1641	MES	785.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	winter	late	725.0	41.66151	20.31537025	0.000787816	0.015283077	0.031308781	0.029039364	0.193749487400055	52.3938	1.440290962	59.2980251312256	0.000233391590882	-4678.0	0.41681	7.39e-07	-4.071551	-2.452695	0.009208	0.047133	0.0	120.0	-20.400000000000006	-3.1999999999999886	1180.7309788143994
ERR3586943	High Volume Peristaltic Pump	2010	-9.3	-9.5587	SRF	3.0	0.22-3	Trades Biome	South Atlantic Ocean	Eastern Tropical Atlantic Province	spring	early	729.0	46.66546	23.2387585	0.001243577	0.012844777	0.029690714	0.012456896	0.0511507391929626	53.48				-3684.0	0.48883	1.014e-06	-5.488986	-2.30769	0.00506	0.024995	0.0	120.0	-9.200000000000003	-9.599999999999966	381.58767224367205
ERR3586944	High Volume Peristaltic Pump	2010	-8.7789	-17.9099	SRF	3.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	spring	early	733.0	48.498	24.98877625	0.001262169	0.011292624	0.018234891	0.036490005	0.0691078193485737	24.6699	1.180889856	32.026927947998		-4046.0	0.28465	5.398e-06	-1.783109	11.219012	0.006396	0.087015	0.0	120.0	-8.800000000000011	-18.0	607.2996229312383
ERR3586945	High Volume Peristaltic Pump	2010	-8.7296	-17.9604	DCM	98.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	spring	early	733.0	53.454292	24.9825025	0.001262169	0.011292624	0.018234891	0.036490005	0.0576128493994474	19.3094	1.180889856	29.3533506393433		-4008.0	0.27521	2.986e-06	-1.783109	11.219012	0.006396	0.087015	0.0	120.0	-8.800000000000011	-18.0	607.2996229312383
ERR3586946	Rosette Vertical Sampling System	2010	-21.0292	-35.3498	DCM	148.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	spring	early	755.0	51.30575	23.85985975	0.000776878	0.011959192	0.013930039	0.013453111	0.0382506307214499	14.9669	1.089820558	24.4235963821411	7.08564530214e-05	-4087.0	0.32089	3.996e-06	0.47917	2.691546	0.084131	0.027592	0.0	120.0	-21.0	-35.39999999999998	2828.1781151000073
ERR3586947	Rosette Vertical Sampling System	2010	-20.9315	-35.1794	MES	798.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	spring	early	756.0	50.914387	23.79766	0.000776878	0.011959192	0.013930039	0.013453111	0.0390392448753119	14.2624	1.089820558	24.611780166626	9.30797687033e-05	-3907.0	0.20289	5.672e-06	0.47917	2.691546	0.084131	0.027592	0.0	120.0	-21.0	-35.19999999999999	2815.8161727404613
ERR3586948	High Volume Peristaltic Pump	2010	-44.5342	-52.455	SRF	3.0	0.22-3	Westerlies Biome	South Atlantic Ocean	South Subtropical Convergence Province	spring	late	919.0	58.29619	13.81935025	0.001055889	0.154090277	0.027497418	1.224482765	0.696916401386261	34.1138	1.047342502	129.103404998779	0.0005552566144615	-5910.0	0.18255	0.00058161	-3.288337	-4.598678	-0.263673	0.095682	5.0	66.0	-44.599999999999994	-52.39999999999998	1325.1426948281737
ERR3586949	High Volume Peristaltic Pump	2010	-54.3739	-65.1342	SRF	3.0	0.22-3	Coastal Biome	South Atlantic Ocean	Southwest Atlantic Shelves Province	spring	late	1031.0	48.298153	7.211299	3.2938e-05	0.25779969	0.812755768	11.70473353	1.15677607059479	72.3571	1.94999159	114.690574645996	0.0003474102704785	-101.0	2.1768	1.2556e-05	10.61141	1.42392	0.072135	0.0	0.0	0.0	-54.400000000000006	-65.19999999999999	23.987771995150016
ERR3586950	High Volume Peristaltic Pump	2011	-64.3595	-53.0063	SRF	3.0	0.22-3	Polar Biome	Southern Ocean	Austral Polar Province	summer	early	1217.0	26.159164	-0.421883	0.000387726	0.006532487	0.012184109	28.1825784		28.7754	1.219036372			-2287.0	0.13862	9.8e-07	1.442052	-0.644726	-0.003908	0.038566	0.0	74.0	-64.4	-53.0	1.7017700419597754
ERR3586951	High Volume Peristaltic Pump	2011	-64.3183	-53.1081	DCM	33.0	0.22-3	Polar Biome	Southern Ocean	Austral Polar Province	summer	early	1216.0	28.079815	-0.136785875	0.000387726	0.006532487	0.012184109	28.1825784		77.5989	1.219036372			-2213.0		3.48e-06	1.442052	-0.644726	-0.003908	0.038566	0.0	74.0	-64.4	-53.19999999999999	1.7017700419597754
ERR3586952	High Volume Peristaltic Pump	2011	-63.8768	-56.0916	SRF	3.0	0.22-3	Polar Biome	Southern Ocean	Austral Polar Province	summer	early	1153.0	35.437523	-0.656969375	2.3878e-05	0.148009852	0.115257872	19.1340882		47.0415	0.71387895			-454.0		3.447e-06	-2.153365	2.067957	0.005717	0.050114	1.5	6.0	-63.80000000000001	-56.0	1.7017700419597754
ERR3586953	High Volume Peristaltic Pump	2011	-39.6466	-76.9634	SRF	3.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	summer	early	801.0	43.302334	16.783249	5.161e-06	0.019760871	0.264011913	11.35458151	0.189971655607224	183.9625	1.519912131			-3923.0	2.6161	0.00063289	-2.455306	-1.125455	0.009228	0.02719	0.0	120.0	-39.599999999999994	-77.0	135.89904068843873
ERR3586954	High Volume Peristaltic Pump	2011	-34.161	-73.0995	SRF	3.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	summer	middle	778.0	45.73508	18.12816175	4.256e-06	0.048492067	0.188225842	11.49425602	0.839778244495392	139.3697	1.826298031	169.591011047363	0.0007294037786778	-4799.0	0.58594	6.7e-08	-5.812974	3.083295	-0.081281	0.023933	11.111111	120.0	-34.2	-73.0	338.6384177004149
ERR3586955	High Volume Peristaltic Pump	2011	-33.6895	-71.998	SRF	3.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	summer	middle	775.0	44.50555	17.621870125	5.259e-06	0.073051497	0.349130755	11.69553487	5.6280665397644	53.2351	1.384254491	626.091796875	0.0005680255999322	-142.0	1.3595	1.461e-06				0.0	0.0	0.0	-33.60000000000001	-72.0	483.5004413758136
ERR3586956	High Volume Peristaltic Pump	2011	-34.0614	-73.1066	SRF	3.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	summer	late	746.0	41.00025	18.45601	3.974e-06	0.040871163	0.175246051	11.33696842	0.86044305562973	19.8401	1.292856097	154.387619018555	0.0007697621476836	-5030.0	2.1058		4.738948	-4.678504	0.061918		3.25	63.0	-34.0	-73.19999999999999	341.7071372225558
ERR3586957	Rosette Vertical Sampling System	2011	-33.9116	-73.0537	DCM	33.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	summer	late	745.0	36.84921	18.63042025	3.974e-06	0.040871163	0.175246051	11.33696842	0.645519465208054	34.5025	1.292856097	147.020652770996	0.0007635473448317	-5345.0	0.39243	1.7215e-05	4.738948	-4.678504	0.061918		3.25	63.0	-34.0	-73.0	327.15006037127085
ERR3586958	High Volume Peristaltic Pump	2011	-0.0283	-84.5862	SRF	3.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	autumn	middle	727.0	52.09342	25.0341265	4.387e-06	0.041996677	0.587957232	5.375641187	0.167023092508316	34.1044	3.278096691	52.9749183654785	0.0001355503700324	-3096.0	1.0233	2.183e-06	7.105469	3.096856	-0.04145	0.138825	4.166667	120.0	0.0	-84.59999999999997	422.6363017835872
ERR3586959	High Volume Peristaltic Pump	2011	0.0307	-84.612	DCM	38.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	spring	middle	727.0	52.09342	25.1388085	4.387e-06	0.041996677	0.587957232	5.375641187	0.168209694325924	27.5361	3.278096691	52.9784622192383	0.0001342359464615	-3220.0	1.1459	1.3816e-05	7.105469	3.096856	-0.04145	0.138825	4.166667	120.0	0.0	-84.59999999999997	422.6363017835872
ERR3586960	Rosette Vertical Sampling System	2011	0.0063	-84.585	MES	378.0	0.22-3	Coastal Biome	South Pacific Ocean	Chile-Peru Current Coastal Province	spring	middle	727.0	52.09342	25.1388085	4.387e-06	0.041996677	0.587957232	5.375641187	0.173174552619457	38.7219	3.278096691	53.9217205047607	0.0001410929035046	-3099.0	0.7151	6.478e-06	7.105469	3.096856	-0.04145	0.138825	4.166667	120.0	0.0	-84.59999999999997	422.6363017835872
ERR3586961	High Volume Peristaltic Pump	2010	27.16	34.835	SRF	3.0	0.22-1.6	Coastal Biome	Red Sea	Red Sea, Persian Gulf Province	winter	early	632.0	30.480534	25.406518375	0.001387113	0.011221905	0.040771591	0.284178823	0.107148338109255	18.4528	1.269242618	42.8037014007568	8.23003865662e-05	-1019.0	0.67892		1.386803	5.583392	0.162621	0.028165	1.194444	120.0	27.199999999999996	34.800000000000004	7623.862438319908
ERR3586962	High Volume Peristaltic Pump	2010	21.9467	38.2517	SRF	3.0	0.22-1.6	Coastal Biome	Red Sea	Red Sea, Persian Gulf Province	winter	early	655.0	34.842834	26.75331325	0.001387791	0.01949049	0.006877633	0.006859351	0.225061900913715	17.3849	0.849423338	63.1080322265625	0.0001250092682312	-987.0	0.27335		-6.819571	29.452196	0.450777	0.0	0.0	120.0	22.0	38.2	11754.961375621691
ERR3586963	Rosette Vertical Sampling System	2010	17.5294	67.9576	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	728.0	55.157024	28.70247775	0.001387719	0.0214855	0.003789226	0.004908818	0.260142594575882	10.4956	0.245706915	95.1424980163574	0.0001153665252786	-3504.0	0.29196	5.0993e-05	33.11166	-33.418508	0.043242	0.086921	0.0	120.0	17.599999999999994	68.0	8285.651188551277
ERR3586964	Rosette Vertical Sampling System	2010	17.4825	67.9869	ZZZ	23.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	728.0	55.157024	28.7123365	0.001387719	0.0214855	0.003789226	0.004908818	0.28796312212944	12.9519	0.245706915	99.2462730407715	0.0001069270401785	-3512.0	0.32097	5.0707e-05	33.11166	-33.418508	0.043242	0.086921	0.0	120.0	17.39999999999999	68.0	8261.37767410117
ERR3586965	Rosette Vertical Sampling System	2010	17.4814	67.9947	ZZZ	48.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	728.0	55.157024	28.7123365	0.001387719	0.0214855	0.003789226	0.004908818	0.28796312212944	14.3873	0.245706915	99.2462730407715	0.0001069270401785	-3512.0	0.32199	4.9895e-05	33.11166	-33.418508	0.043242	0.086921	0.0	120.0	17.39999999999999	68.0	8261.37767410117
ERR3586966	Rosette Vertical Sampling System	2010	17.4831	68.0026	ZZZ	103.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	728.0	55.157024	28.74979975	0.001387719	0.0214855	0.003789226	0.004908818	0.28796312212944	11.5151	0.245706915	99.2462730407715	0.0001069270401785	-3512.0	0.32027	4.8905e-05	33.11166	-33.418508	0.043242	0.086921	0.0	120.0	17.39999999999999	68.0	8261.37767410117
ERR3586967	Rosette Vertical Sampling System	2010	17.4855	68.0247	MES	280.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	728.0	55.157024	28.74979975	0.001387719	0.0214855	0.003789226	0.004908818	0.284735098481178	14.4269	0.245706915	100.910091400146	0.0001045861499733	-3512.0	0.31792	4.6301e-05	33.11166	-33.418508	0.043242	0.086921	0.0	120.0	17.39999999999999	68.0	8261.37767410117
ERR3586968	High Volume Peristaltic Pump	2010	6.0001	73.8955	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	731.0	56.119377		0.001387698	0.015891551	0.010871042	0.004952658	0.102580562233925	13.9222	2.533724589			-1828.0	0.034594	0.00023866	10.561206	-1.368447	0.15868		8.0	120.0	6.0	73.8	9784.065234988435
ERR3586969	High Volume Peristaltic Pump	2010	5.9998	73.9067	DCM	78.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	731.0	56.119377		0.001387698	0.015891551	0.010871042	0.004952658	0.102580562233925	18.4882	2.533724589	28.9244365692139		-1836.0	0.033777	0.00023335	10.561206	-1.368447	0.15868		8.0	120.0	6.0	74.0	8621.79190492416
ERR3586970	High Volume Peristaltic Pump	2010	4.6599	73.4856	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	731.0	53.380795	31.0497565	0.001387683	0.015170097	0.010451436	0.005284466	0.520637512207031	14.1975	1.989298654	118.567268371582	0.0010329710203222	-13.0	0.51851	5.776e-06	-38.085507	-6.593482	0.146439	0.118141	2.0	0.0	4.599999999999994	73.4	6445.50282934495
ERR3586971	High Volume Peristaltic Pump	2010	2.815	71.534	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian Monsoon Gyres Province	spring	early	730.0	47.94883	31.17433525	0.001377608	0.015451062	0.007958741	0.004041403	0.0916857682168484	15.3634				-4189.0	0.62578	3.204e-06	-8.353502	-23.506435	0.00089	0.023736	0.0	17.0	2.799999999999997	71.60000000000001	3634.3695812473
ERR3586972	High Volume Peristaltic Pump	2010	-21.5043	54.3563	SRF	3.0	0.22-1.6	Trades Biome	Indian Ocean	Indian South Subtropical Gyre Province	autumn	middle	669.0	37.545902	27.42514225	0.00097728	0.011299031	0.008024957	0.004059467	0.0783569887280464	18.0783	1.767108882	33.0951251983643	0.0001140030108217	-4277.0	1.0655	4.8035e-05	18.144961	10.391972	0.125682	0.036539	0.0	120.0	-21.60000000000001	54.400000000000006	2383.4581408663694
ERR3586973	High Volume Peristaltic Pump	2010	-31.0266	4.665	SRF	3.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	winter	late	711.0	41.057373	16.825820875	0.00036828	0.015807986	0.06059745	0.129485512	0.156048059463501	53.8288	1.939012218	69.4000015258789	0.0003940000024158	-4935.0	0.11343	9.205e-06	-1.471021	-22.68975	0.069036	0.120437	6.388889	120.0	-31.0	4.6000000000000005	4068.1486540438655
ERR3586974	High Volume Peristaltic Pump	2010	-31.027	4.6802	DCM	48.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	winter	late	711.0	41.057373	16.88846875	0.00036828	0.015807986	0.06059745	0.129485512	0.156048059463501	53.8288	1.939012218	69.4000015258789	0.0003940000024158	-4935.0	0.11343	9.205e-06	-1.471021	-22.68975	0.069036	0.120437	6.388889	120.0	-31.0	4.6000000000000005	4068.1486540438655
ERR3586975	Rosette Vertical Sampling System	2010	-30.1484	-43.2705	DCM	118.0	0.22-3	Trades Biome	South Atlantic Ocean	South Atlantic Gyral Province	spring	middle	802.0	58.560814	20.8267705	0.000862562	0.017718557	0.012364627	0.001974124	0.0696640722453594	19.6634	1.737209334	38.968807220459	0.0002033606942859	-3879.0	1.5442	7.603e-06	8.645021	-6.42114	0.053558	0.14819	5.777778	68.0	-30.200000000000003	-43.19999999999999	984.4604057035378
ERR3586976	High Volume Peristaltic Pump	2010	-40.6511	-52.182	SRF	3.0	0.22-3	Coastal Biome	South Atlantic Ocean	Brazil Current Coastal Province	spring	late	889.0	52.49938	18.430915	0.00122622	0.096365529	0.010727511	0.083502028	0.240918852388859	7.8331	1.098784716	68.3554306030273	0.0002925759472418	-5496.0	1.2528		12.335262	-46.09164	-3.547166	0.133847	15.416667	120.0	-40.599999999999994	-52.19999999999999	3290.791985095767
ERR3586977	High Volume Peristaltic Pump	2011	-63.4015	-56.7938	SRF	3.0	0.22-3	Polar Biome	Southern Ocean	Austral Polar Province	summer	early	1110.0	32.398193	-0.5591885	7.16e-06	0.117902499	0.177671305	19.03880723	0.234534785151482	504.2623	2.274443941			-356.0	0.50909	1.84e-06	1.662577	1.69402		0.0	2.666667	0.0	-63.400000000000006	-56.80000000000001	1.7017700419597754
ERR3586978	High Volume Peristaltic Pump	2011	-57.7338	-67.1084	SRF	3.0	0.22-3	Polar Biome	Southern Ocean	Antarctic Province	summer	early	993.0	38.45253	5.815568875	9.97e-06	0.116747778	0.562460815	17.20368942	0.134550377726555	504.2623	2.000939736	49.0905914306641	0.0003970442485297	-356.0	0.50909	1.84e-06	75.151072	0.830343	0.641371	0.107152	0.0	120.0	-57.80000000000001	-67.19999999999999	2.266366107283707
ERR3586979	High Volume Peristaltic Pump	2011	-6.6499	-152.4243	SRF	3.0	0.22-3	Trades Biome	South Pacific Ocean	South Pacific Subtropical Gyre Province, North and South	winter	late	719.0	51.988396	27.1593145	3.054e-06	0.019421275	0.036846063	5.954986572	0.13041041046381	58.5974	2.694219773	47.2219848632812	0.0001318317226832	-4387.0	0.16747	8.783e-06	-25.670296	17.605216	-0.001602	0.03885	3.222222	120.0	-6.6000000000000085	-152.39999999999998	18.261018801902786
ERR3586980	High Volume Peristaltic Pump	2011	0.0003	-153.6759	SRF	3.0	0.22-3	Trades Biome	South Pacific Ocean	Pacific Equatorial Divergence Province	winter	late	727.0	55.400482		3.345e-06	0.032420254	0.078800819	3.827482581	0.158505283296108	48.4218	3.168741541	63.3403835296631	0.0002509499317966	-4768.0	0.28378	1.0826e-05	-17.078234	2.08342	0.069092	0.115437	0.0	120.0	0.0	-153.6	1.7017700419597754
ERR3586981	High Volume Peristaltic Pump	2011	0.0222	-153.6858	DCM	38.0	0.22-3	Trades Biome	South Pacific Ocean	Pacific Equatorial Divergence Province	winter	late	727.0	55.400482	26.44536175	3.345e-06	0.032420254	0.078800819	3.827482581	0.164424650371075	27.7445	3.168741541	61.3916511535645	0.0002553634985815	-4767.0	0.31764	1.128e-05	-17.078234	2.08342	0.069092	0.115437	0.0	120.0	0.0	-153.6	1.7017700419597754
ERR3586982	High Volume Peristaltic Pump	2011	17.0854	-118.8913	SRF	3.0	0.22-3	Trades Biome	North Pacific Ocean	North Pacific Tropical Gyre Province	autumn	late	671.0	34.939545	24.6376255	5.2759e-05	0.012660564	0.00799121	0.567577511	0.194247618317604	14.5951	2.171018597	58.9621429443359	0.0001430545817129	-3931.0	0.14708	2.892e-06	24.85426	10.712983	-0.588642	0.071185	44.027778	120.0	17.0	-118.79999999999998	690.2046641318057
ERR3586983	High Volume Peristaltic Pump	2012	35.8427	-37.1526	DCM	38.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	winter	late	695.0	36.128826	17.5859305	0.001100777	0.013435967	0.023812729	0.096477222	0.264596879482269	34.6955	2.066890316	69.9391403198242	0.0002470718318363	-2747.0	0.44063	5.173e-06	11.224682	4.559712	-0.032539	0.073051	1.388889	120.0	35.8	-37.19999999999999	9008.114077599157
ERR3586984	High Volume Peristaltic Pump	2012	43.6792	-16.8344	SRF	3.0	0.22-3	Westerlies Biome	North Atlantic Ocean	North Atlantic Subtropical Gyral Province	winter	late	727.0	27.148449	13.99573225	0.000994762	0.022559946	0.052923159	0.32542221	0.236428365111351	46.2092		67.6851348876953	0.0002005155329243	-3940.0	0.63127	3.9593e-05	3.395938	-2.245168	-0.093316	0.033926	6.083333	120.0	43.599999999999994	-16.799999999999955	2476.8154205979445
ERR3586985	High Volume Peristaltic Pump	2009	40.0154	13.9069	SRF	3.0	0.22-1.6	Westerlies Biome	Mediterranean Sea	Mediterranean Sea, Black Sea Province	autumn	middle	643.0	27.743715	19.729312375	0.001387889	0.008718667	0.041599671	0.037703255	0.138332426548004	19.3765	0.785595187	53.8745536804199	0.000193808984477	-2049.0	0.93822		2.369212	6.288837	-0.093545		6.527778	120.0	40.0	14.0	13058.6274112965
ERR3586986	High Volume Peristaltic Pump	2009	37.4956	15.4945	SRF	3.0	0.22-1.6	Westerlies Biome	Mediterranean Sea	Mediterranean Sea, Black Sea Province	autumn	middle	648.0	26.251987	20.446670875	0.001387897	0.004815927	0.040637217	0.048262811	0.179034411907196	19.3765	0.54072877	57.6183929443359	0.0002492186176823	-2049.0	0.93822		-2.005674	-12.064162	-0.010883		3.888889	120.0	37.4	15.4	10406.625693086045
